startup_name,sector,city,investors,funding_stage,amount_usd,year
Quickli,Logistics,Gurgaon,"AVG Group, 500 Startups",Private Equity,,2016
Spectravr,Technology,Mumbai,Rothenberg Ventures,Seed,,2016
Pitstop,Consumer Internet,Bangalore,"Alex Chua, Rahul Garg",Seed,,2016
Holachef,Consumer Internet,Mumbai,"Kalaari Capital, India Quotient",Private Equity,1950000.0,2016
Purplle,E-Commerce,Mumbai,"JSW Ventures, Blume Ventures & IvyCap Ventures",Private Equity,6000000.0,2016
Trak N Tell,Technology,Gurgaon,Brian Acton,Private Equity,3500000.0,2016
Overcart.Com,E-Commerce,Gurgaon,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",Private Equity,3000000.0,2016
Sirionlabs,Technology,Gurgaon,Sequoia Capital,Private Equity,12250000.0,2016
Gyandhan,Consumer Internet,Delhi,"Stanford Angels & Entrepreneurs, Harvard Angels",Seed,,2016
Mintm,Consumer Internet,Bangalore,"Mumbai Angels,\\xc2\\xa0 Times Internet",Private Equity,,2016
Hitgrit,Consumer Internet,Chandigarh,"Ashish Mahajan, Sarvesh Sharma",Seed,,2016
Find My Stay,Consumer Internet,Delhi,"Rishi Parti, Yogesh Bansal",Seed,,2016
Yaap,Consumer Internet,Delhi,Rainmaker Ventures,Private Equity,5000000.0,2016
Utoo Cabs,Consumer Internet,Chennai,Ajay Piramal,Seed,,2016
Twigly,Consumer Internet,Gurgaon,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed,600000.0,2016
Sharechat,Consumer Internet,Bangalore,"SAIF Partners, India Quotient",Private Equity,1350000.0,2016
Urban Tailor,Consumer Internet,Bangalore,Unitus Seed Fund,Private Equity,,2016
Rentmojo,Consumer Internet,Bangalore,"Accel Partners, IDG Ventures India",Private Equity,5000000.0,2016
Cityfurnish,Consumer Internet,Gurgaon,Brand Capital,Seed,,2016
Heal Institute,Healthcare,Mumbai,"Jaspal Bindra, Parth Jindal",Seed,,2016
Augrav,E-Commerce,Coimbatore,Keiretsu Forum,Seed,450000.0,2016
Shoppinpal,Technology,Pune,"Plug and Play Tech Center, Steelhead Ventures & Others",Private Equity,1070000.0,2016
Transtutors / Askiitians,Consumer Internet,Delhi,500 Startups,Private Equity,,2016
Workapps,Technology,Pune,SRI Capital,Seed,1000000.0,2016
Bankerbay,Consumer Internet,Bangalore,undisclosed investors,Private Equity,2000000.0,2016
Baggout,E-Commerce,Delhi,"Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan",Seed,,2016
Tripshelf,E-Commerce,Delhi,GEMS group,Seed,250000.0,2016
Satvacart,E-Commerce,Delhi,"Abhijit Avasthi, Karan Chellani, SP Vijay",Seed,,2016
Ridlr,Consumer Internet,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,6000000.0,2016
Yellowdig,Consumer Internet,Pune,SRI Capital,Seed,650000.0,2016
Zuppler,Consumer Internet,Delhi,SRI Capital,Seed,650000.0,2016
Bluestone,E-Commerce,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,30000000.0,2016
Underdogs,Technology,Mumbai,Intelli Reboot Digital Pvt. Ltd,Private Equity,,2016
Imageprovision,Technology,Pune,Satish Jamdar,Seed,,2016
Sagacito,Technology,Delhi,Star India Pvt. Ltd,Private Equity,10000000.0,2016
Deal4Loans / Wishfin,Consumer Internet,Delhi NCR,Franklin Templeton International Services Pvt. Ltd,Private Equity,15000000.0,2016
Niyo Solutions,Technology,Bangalore,Prime Venture Partners,Private Equity,1000000.0,2016
Applop,Consumer Internet,Gurgaon,Green House Ventures Accelerator,Seed,250000.0,2016
Tax2Win,Consumer Internet,Jaipur,Undisclosed Investors,Private Equity,1000000.0,2016
Truckola,Logistics,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed,595000.0,2016
Iserve Financial,Consumer Internet,Pune,Nilesh Shah,Seed,,2016
Mytaxiindia,Consumer Internet,Delhi,Nihon Kotsu Co,Private Equity,1000000.0,2016
Aberuk,E-Commerce,Bangalore,Swastika Company Pvt Ltd,Seed,,2016
Wiwigo,Consumer Internet,Bangalore,Indian Angel Network,Seed,595000.0,2016
Drums Food,FoodTech,Mumbai,"Verlinvest, DSG Consumer Partners",Unknown,,2016
Chikoop,Consumer Internet,Indore,Undisclosed Investors,Seed,,2016
Bridgei2I,Technology,Bangalore,Edelweiss Private Equity,Private Equity,,2016
Droom,E-Commerce,Delhi,"Beenext, Digital Garage, Lightbox, Beenos",Private Equity,,2016
Visit,Consumer Internet,Delhi,MapmyIndia,Seed,,2016
Atomberg,Technology,Mumbai,Parampara Capital,Private Equity,1000000.0,2016
Coutloot,E-Commerce,Mumbai,Venture Catalysts,Seed,,2016
Limo,Consumer Internet,Mumbai,Rainmaker Ventures,Private Equity,1000000.0,2016
Icliniq,Consumer Internet,Bangalore,MadhanKumar Madathupalayam,Seed,,2016
Gogo Truck,Consumer Internet,Chennai,Undisclosed Investor,Seed,75000.0,2016
Vyome Biosciences,Healthcare,Delhi,Romulus Capital,Private Equity,2000000.0,2016
Sillymonks,Consumer Internet,Hyderabad,Sreenivasa Reddy Musani,Seed,448000.0,2016
Cuemath,EdTech,Bangalore,"Sequoia Capital, Unitus Seed Fund",Private Equity,4000000.0,2016
Krazybee,Consumer Internet,Bangalore,"Yeahmobi, Fenqile",Private Equity,2000000.0,2016
Intgrea,Technology,Bangalore,Undisclosed Investor,Seed,100000.0,2016
Helpshift,Technology,Pune,"Microsoft Ventures, Salesforce Ventures",Private Equity,23000000.0,2016
Creditvidya,Technology,Mumbai,Kalaari Capital,Private Equity,1000000.0,2016
Grey Campus,Consumer Internet,Hyderabad,Sarath Sura,Seed,1000000.0,2016
Listup,E-Commerce,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed,500000.0,2016
6Degree,Technology,Mumbai,Indian Angel Network,Seed,200000.0,2016
Shopwati,Consumer Internet,Gurgaon,Sanjiv Rai,Seed,,2016
Cookifi,Consumer Internet,Bangalore,"Kunal Shah, Aneesh Reddy, Tracxn Labs, Venkat Tadanki, Krishna Mehra, Amit Rathore",Seed,,2016
Storeking,E-Commerce,Bangalore,Axiata Digital,Private Equity,16000000.0,2016
Wired Hub,Real Estate,Jaipur,"Ankit Maheshwari, Anand Singh",Seed,,2016
Myseniordoctor,Consumer Internet,Gurgaon,BlackJag Partners,Seed,200000.0,2016
Teabox,E-Commerce,Other City,Cameron Jones,Seed,,2016
Extraaedge,Consumer Internet,Pune,"Ritesh Dwivedy, Priti Padhy",Seed,,2016
Epaylater,Technology,Mumbai,3 undisclosed HNIs,Seed,2000000.0,2016
Kyazoonga,E-Commerce,Mumbai,Ratan Tata,Seed,,2016
Paytunes,Consumer Internet,Delhi,"CIO Angel Network, Indian Angel Network",Private Equity,500000.0,2016
Kickstart Jobs,Technology,Gurgaon,"Vivek Joshi, Mohit Satyanand, Amit Banati, Arun Khanna",Seed,,2016
Freshee,Other,Mumbai,Edelweiss Private Equity,Private Equity,,2016
Madrat Games,Technology,Bangalore,"Ratan Tata, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Girish Mathrubootham",Seed,,2016
Jazzmyride,E-Commerce,Delhi,TVS Automobile Solutions Ltd,Private Equity,,2016
Autosense,Technology,Delhi,TVS Automobile Solutions Ltd,Private Equity,,2016
Redsun Telematics,Consumer Internet,Chennai,TVS Automobile Solutions Ltd,Private Equity,,2016
Khanagadi,Consumer Internet,Jaipur,50K Ventures,Seed,,2016
Bombay Shirt Company,E-Commerce,Mumbai,undisclosed investor,Private Equity,1000000.0,2016
Matrubharti,Consumer Internet,,Viridian Capital,Seed,30000.0,2016
Edtechreview,Consumer Internet,Delhi,EVC Ventures,Seed,,2016
Bonhomia,FoodTech,Delhi,Valpro Capital and existing investors,Private Equity,,2016
Gobolt,Logistics,Delhi,MCube8,Seed,,2016
Jivox,Technology,Bangalore,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,6000000.0,2016
Sminq,Consumer Internet,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed,1000000.0,2016
Curejoy,Consumer Internet,Bangalore,Accel Partners India,Private Equity,4400000.0,2016
Oneway.Cab,Consumer Internet,Vadodara,Indian Angel Network,Seed,450000.0,2016
Grabonrent,E-Commerce,Bangalore,IvyCap Ventures and Unicorn India Ventures,Private Equity,,2016
Diro Labs,Consumer Internet,Delhi,Info Edge (India) Ltd,Private Equity,450000.0,2016
Unnati Helpers,Consumer Internet,Gurgaon,Info Edge (India) Ltd,Private Equity,600000.0,2016
Athletto,Consumer Internet,Bangalore,Atul Ingle,Seed,,2016
Saavn,Consumer Internet,Other City,Guy Oseary,Private Equity,,2016
Voonik,E-Commerce,Bangalore,Sequoia Capital,Private Equity,20000000.0,2016
Thinkphi,Technology,Mumbai,Nimmagadda Prasad,Seed,,2016
Cleartax,Consumer Internet,Delhi,"Ravi Adusumalli, SAIF Partners",Private Equity,12000000.0,2016
Silvan Innovation Labs,Technology,Bangalore,Infuse Ventures,Private Equity,900000.0,2016
Greythr,Technology,Bangalore,"New Enterprise Associates (NEA), Blume Ventures",Private Equity,5200000.0,2016
Duffl,E-Commerce,Bangalore,BetOnIndia Technology Pvt Ltd,Seed,,2016
Byg,Consumer Internet,Bangalore,"Sanjay Verma, Amit Khanna (LetsVenture)",Seed,,2016
Dipper,E-Commerce,Delhi,Undisclosed investor,Seed,,2016
Qonfuse,Consumer Internet,Delhi,Hamraj Kumar,Seed,,2016
The Indian Iris,Consumer Internet,Ahmedabad,Timbru Ventures,Seed,,2016
Onspoon,Consumer Internet,Mumbai,Swan Angel Network,Seed,150000.0,2016
Restate,Consumer Internet,Bangalore,Idein Ventures,Seed,,2016
Cleartrip,Consumer Internet,Mumbai,"Concur Technologies, Gund Investment",Private Equity,,2016
Procmart,Consumer Internet,Delhi NCR,IndiaMart,Private Equity,,2016
Celerix,Technology,Bangalore,Bitkemy Ventures,Seed,400000.0,2016
Naturenama,Consumer Internet,Mumbai,Unicorn Venture,Seed,225000.0,2016
Cyclopsmedtech,Technology,Bangalore,CP Bothra,Seed,,2016
Syona Cosmetics,Other,Chennai,The Chennai Angels,Seed,150000.0,2016
Prettysecrets,E-Commerce,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,6000000.0,2016
Spiderg,Consumer Internet,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed,150000.0,2016
Fareye,Technology,Delhi,Saif Partners,Private Equity,3500000.0,2016
The Uolo,Consumer Internet,Bangalore,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed,210000.0,2016
Staqu,Technology,Gurgaon,Indian Angel Network,Seed,,2016
Padhopadhao,Consumer Internet,Delhi,Rise India,Private Equity,,2016
Drivify,Consumer Internet,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed,50000.0,2016
Pratilipi,Consumer Internet,Bangalore,Nexus Venture Partners,Seed,,2016
Parablu,Technology,Bangalore,Kalaari Capital,Seed,500000.0,2016
Schedulers Logistics,Logistics,Mumbai,GVFL,Private Equity,6000000.0,2016
Leap India,Other,Mumbai,Mayfield Ventures,Private Equity,3000000.0,2016
Kabadiexpress,Other,Delhi,Undisclosed investor,Seed,148000.0,2016
Yourdost,Consumer Internet,Bangalore,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed,1200000.0,2016
Gomalon,Consumer Internet,Bangalore,Undisclosed investor,Seed,100000.0,2016
Voler Cars,Consumer Internet,Delhi,"Kanodia family, Amit Banka",Seed,,2016
Travelyaari,Consumer Internet,Bangalore,GVFL Ltd,Private Equity,3000000.0,2016
Fabhotels,Consumer Internet,Gurgaon,"Accel Partners, RB Investments",Private Equity,8000000.0,2016
Locanix,Technology,Ahmedabad,Undisclosed investors,Seed,300000.0,2016
Lendingkart,Consumer Internet,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,32000000.0,2016
Hello Tax,Consumer Internet,Delhi,Sanjeev Sinha,Seed,295000.0,2016
Mysuperbrain,Consumer Internet,Hyderabad,Soniks Consulting,Seed,,2016
Blogbeats,Consumer Internet,Bangalore,Undisclosed Investor,Seed,,2016
Letreach,E-Commerce,Delhi,vCommission,Private Equity,100000.0,2016
Trendieapp,Technology,Kolkata,Harsh Vardhan Hada,Seed,50000.0,2016
Impactguru,Consumer Internet,Mumbai,Piyush Jain,Seed,,2016
Velvetcase,E-Commerce,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,1500000.0,2016
Meru Cabs,Consumer Internet,Mumbai,Brand Capital,Private Equity,25000000.0,2016
Campus Diaries,Consumer Internet,Bangalore,Aarin Capital,Seed,220000.0,2016
Scripbox,Consumer Internet,Bangalore,"Omidyar Network, Accel Partners & existing investors",Private Equity,,2016
Biryani Blues,FoodTech,Gurgaon,Carpediem Capital & Others,Private Equity,368000.0,2016
Motomojo,Consumer Internet,Mumbai,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",Seed,,2016
Get My Parking,Technology,Delhi,The Chennai Angels,Seed,376000.0,2016
Prescribez,Consumer Internet,Pune,Ankush Mehta,Seed,145000.0,2016
Airwood,Technology,Chennai,StartupXseed Ventures,Seed,,2016
Mobikwik,Consumer Internet,Gurgaon,"GMO Payment Gateway, MediaTek",Private Equity,50000000.0,2016
Idreamcareer,Consumer Internet,Delhi,Brand Capital,Private Equity,,2016
Zwayam,Consumer Internet,Bangalore,Undisclosed investors,Seed,250000.0,2016
Boibanit,Consumer Internet,Vadodara,Undisclosed investors,Seed,,2016
Zuver,Consumer Internet,Mumbai,"Shruth & Smith Group, Hermes Group",Seed,180000.0,2016
Prepathon,EdTech,Mumbai,Blume Ventures,Private Equity,,2016
Easyroads,Consumer Internet,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed,200000.0,2016
Lenskart,E-Commerce,Delhi,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",Private Equity,60000000.0,2016
Seclore,Technology,Mumbai,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",Private Equity,12000000.0,2016
Solartown,Technology,Chennai,Grex.in,Seed,200000.0,2016
Comarete,Technology,Pune,Grex.in,Seed,200000.0,2016
Mydentistchoice,E-Commerce,Hyderabad,Undisclosed investors,Seed,150000.0,2016
Active.Ai,Technology,Other City,Kalaari Capital Accelerator Program,Seed,500000.0,2016
Affordplan,Technology,Delhi,Kalaari Capital Accelerator Program,Seed,500000.0,2016
Indee,Consumer Internet,Bangalore,Kalaari Capital Accelerator Program,Seed,500000.0,2016
Unbxd,Technology,Delhi,"IDG Ventures, Inventus Capital, Indian Angel Network",Private Equity,,2016
Weballigator,Consumer Internet,Bangalore,Group of undisclosed Angel Investors & HNIs,Seed,375000.0,2016
Eduace Services,EdTech,Lucknow,MoMagic Technologies,Private Equity,1000000.0,2016
Zebroads,Logistics,Hyderabad,Undisclosed investors,Seed,75000.0,2016
Locus,Technology,Bangalore,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",Private Equity,2750000.0,2016
Toko Innovations,Consumer Internet,Bangalore,"Roopak Saluja, Vishal Khare",Seed,450000.0,2016
Rentickle,E-Commerce,Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed,250000.0,2016
Healthifyme,Consumer Internet,Bangalore,"IDG Ventures India, Inventus Capital, Blume Ventures",Private Equity,6000000.0,2016
Zarget,Consumer Internet,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity,1500000.0,2016
Innonano Research,Technology,Chennai,NanoHoldings,Private Equity,18000000.0,2016
Schoolwear,E-Commerce,Mumbai,Undisclosed investors,Seed,1500000.0,2016
Swiggy,Consumer Internet,Bangalore,"Norwest Venture Partners, DST Global, Accel Partners",Private Equity,7000000.0,2016
Zenify,Consumer Internet,Bangalore,Undisclosed Investors,Private Equity,900000.0,2016
Faircent,Consumer Internet,Gurgaon,"JM Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain",Private Equity,,2016
Fractal Analytics,Technology,Mumbai,Khazanah Nasional Berhad,Private Equity,100000000.0,2016
Unacademy,Consumer Internet,Bangalore,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed,500000.0,2016
Capital Float,Consumer Internet,Bangalore,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Private Equity,25000000.0,2016
Life Circle,Healthcare,Hyderabad,GROUPE SOS,Private Equity,150000.0,2016
Dream Wallets,Consumer Internet,Jaipur,"Rakesh Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, and Sanjeev Agrawal",Seed,,2016
Shabdnagari,Consumer Internet,Other City,ah! Ventures,Seed,,2016
Galleri5,Consumer Internet,Bangalore,"Phanindra Sama, Raghunandan G,",Seed,,2016
Derbii,Logistics,Gurgaon,Anurag Chauhan,Seed,,2016
Stayzilla,Consumer Internet,Chennai,"Matrix Partners, Nexus Ventures",Private Equity,13500000.0,2016
Wow Express,Logistics,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,2200000.0,2016
Smartivity,E-Commerce,Delhi,"S Chand, AdvantEdge Partners",Private Equity,1000000.0,2016
Bedbathmore,Consumer Internet,Mumbai,"Kinnevik Group, Rocket Internet",Private Equity,,2016
Murgency,Consumer Internet,Mumbai,Rata Tata,Private Equity,,2016
Crownit,Consumer Internet,Gurgaon,"Undisclosed investors, Accel Partners, Helion Venture Partners",Private Equity,,2016
Blinge,E-Commerce,Mumbai,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",Seed,,2016
Thesmartq,Consumer Internet,Bangalore,YourNest Angel Fund,Seed,250000.0,2016
Purplehealth,Consumer Internet,Other City,Katabole Technology Venture,Seed,100000.0,2016
Fundamentor,EdTech,Pune,Subramanya SV,Seed,,2016
Edupristine,EdTech,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity,10000000.0,2016
Bhiveworkspace,Other,Bangalore,Blume Ventures,Private Equity,1000000.0,2016
Appie,Consumer Internet,Mumbai,Undisclosed investors,Seed,1000000.0,2016
Niki.Ai,Technology,Bangalore,Ratan Tata,Private Equity,,2016
Taxivaxi,Consumer Internet,Delhi,Undisclosed HNIs,Seed,500000.0,2016
Veqta,Consumer Internet,Delhi,"Chatsworth Management, ITW Digital",Seed,500000.0,2016
I2Ifunding,Consumer Internet,Delhi NCR,Undisclosed Investors,Seed,300000.0,2016
Edurev,Consumer Internet,Gurgaon,Pradeep Reddy Kamasan,Seed,,2016
Hoppingo,Consumer Internet,Delhi,vCommission,Seed,89000.0,2016
Eatonomist,Consumer Internet,Gurgaon,MCube Capital Advisors Pvt Ltd,Seed,,2016
Goalwise,Consumer Internet,Bangalore,Undisclosed HNIs,Seed,1000000.0,2016
Roast,Consumer Internet,Delhi,Indian Angel Network,Seed,,2016
Address Health,Healthcare,Bangalore,Gray Matters Capital,Private Equity,1500000.0,2016
Arcatron Mobility,Technology,Pune,Sudhir Mehta,Seed,100000.0,2016
Shethepeople,Consumer Internet,Delhi,Anand Mahindra,Seed,,2016
Cleartax,Consumer Internet,Bangalore,"FF Angel, Sequoia Capital",Private Equity,2000000.0,2016
Consure Medical,Healthcare,Delhi,"Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners",Private Equity,,2016
Mchamp,Consumer Internet,Delhi,MoMagic Technologies,Seed,475000.0,2016
Pianta,Consumer Internet,Bangalore,"Kunal Shah, Sandeep Tandon",Seed,,2016
Vahanalytics,Technology,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed,200000.0,2016
Play Your Sport,Consumer Internet,Delhi,Ashish Gupta and other undisclosed investors,Seed,,2016
Koovs,E-Commerce,Delhi,HT Media Ltd,Private Equity,4400000.0,2016
Ccavenue,Consumer Internet,Mumbai,NSI Infinium Global Pvt. Ltd,Private Equity,8900000.0,2016
1Mg,E-Commerce,Gurgaon,HBM Healthcare Investments,Private Equity,,2016
Tpot,FoodTech,Gurgaon,Ashish Gupta,Seed,,2016
Machadalo,Consumer Internet,Mumbai,Undisclosed Investors,Seed,175000.0,2016
Dil Mil,Consumer Internet,Other City,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,2700000.0,2016
Picsdream,Consumer Internet,Delhi,Raman Roy,Seed,,2016
Process 9,Consumer Internet,Gurgaon,"Indian Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, and Ajai Chowdhry",Seed,,2016
Housing,Consumer Internet,Mumbai,Vineet Singh,Private Equity,,2016
Roll Mafia,FoodTech,Pune,Equentia Natural Resource & Other undisclosed investors,Seed,,2016
Hungama,Consumer Internet,Mumbai,Xiaomi Inc,Private Equity,25000000.0,2016
Highway Delite,Consumer Internet,Bangalore,N.S. Raghavan Centre for Entrepreneurial Learning,Seed,,2016
Cult Fitness,Healthcare,Bangalore,Mukesh Bansal,Seed,,2016
Haptik,Technology,Mumbai,Times Internet Ltd,Private Equity,,2016
Shipsy,Logistics,Gurgaon,DTDC Express Ltd,Private Equity,1000000.0,2016
Gear6,Consumer Internet,Bangalore,Ninestarter,Seed,500000.0,2016
Myglamm,Consumer Internet,Mumbai,L\\xe2\\x80\\x99Occitane,Private Equity,6000000.0,2016
Petoo,Consumer Internet,Bangalore,Axilor Ventures,Private Equity,1000000.0,2016
Truly Social,Consumer Internet,Other City,Nazara Technologies Pvt Ltd,Private Equity,,2016
Little Black Book,Consumer Internet,Delhi,"IDG, Indian Angel Network",Seed,,2016
Vahan,EdTech,Chennai,Villgro,Seed,,2016
Imedilane,Consumer Internet,Delhi,"Mahendra Patel, Nilender Chauhan",Seed,40000.0,2016
Living Local,Consumer Internet,Mumbai,Rattan Chadha,Seed,200000.0,2016
Vegfru,E-Commerce,Delhi,Wingify,Seed,,2016
Oyo,Consumer Internet,Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Private Equity,100000000.0,2016
Priceraja,Consumer Internet,Gurgaon,Prashant Puri,Seed,300000.0,2016
Magicx,Consumer Internet,Bangalore,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed,1000000.0,2016
Happydemic,Consumer Internet,Mumbai,Shaan,Seed,,2016
Lendenclub,Fintech,Mumbai,"Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah",Seed,,2016
Indi.Com,Consumer Internet,,Anil Kapoor,Seed,,2016
Legalraasta,Consumer Internet,Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed,1000000.0,2016
Raincan,Consumer Internet,Pune,Dr. Aniruddha Malpani,Seed,150000.0,2016
Hippily,E-Commerce,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed,250000.0,2016
Kredx,E-Commerce,Bangalore,"Prime Venture Partners,",Seed,750000.0,2016
Wedwise,Consumer Internet,Delhi,StartUp Equity Partners,Seed,,2016
Beaconstalk,Technology,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed,100000.0,2016
Deal 4Loans,Consumer Internet,Delhi NCR,"Ram Shriram, Neeraj Arora, Puru Vashishtha",Seed,,2016
Renewbuy,Consumer Internet,Delhi,Mount Nathan Advisors,Seed,1000000.0,2016
Blue Box Media,Consumer Internet,Jaipur,"Mahavir Pratap Sharma, Ajay Data, Yogesh Chaudhary, Sanjay Phophaliya, Siddharth Agarwal, Kamal Kothari",Seed,,2016
Vyomo,Consumer Internet,Delhi,Naturals Salon Chain,Private Equity,15000000.0,2016
Organicshop,E-Commerce,Jaipur,"Vivek Nathani, Yogesh Chaudhary, Mahavir Pratap Sharma, Kamal Kothari, H C Jain",Seed,,2016
Mind Your Fleet,Consumer Internet,Delhi NCR,Undisclosed Investors,Seed,,2016
Nestaway,Consumer Internet,Bangalore,Tiger Global,Private Equity,30000000.0,2016
Tapchief,Consumer Internet,Bangalore,Vijay Shekhar Sharma,Seed,150000.0,2016
Rapido,Consumer Internet,Bangalore,"Pawan Munjal, AdvantEdge Partners, Astarc Ventures",Private Equity,,2016
Yufta,E-Commerce,Bangalore,Ajay Data & other HNIs,Seed,,2016
Smytten,E-Commerce,Gurgaon,Rajan Anandan,Seed,,2016
Houssup,Consumer Internet,Jaipur,"Mitin Patel, Gaurav Agarwal",Seed,,2016
Jugnoo,Consumer Internet,Chandigarh,Paytm & existing investors,Private Equity,10000000.0,2016
Tork Motocycles,Other,Pune,"Bhavish Aggarwal, Ankit Bhati",Seed,,2016
Betaout,E-Commerce,Delhi NCR,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",Private Equity,1500000.0,2016
Driverscart,Consumer Internet,Chennai,ah! Ventures,Seed,450000.0,2016
Lenskart,E-Commerce,Delhi,Ratan Tata,Private Equity,,2016
Collegedekho,Consumer Internet,Delhi,Man Capital,Private Equity,2000000.0,2016
Oyofit,Consumer Internet,Bangalore,RN Agarwal,Seed,,2016
Oliveboard,Consumer Internet,Bangalore,India Educational Investment Fund,Private Equity,,2016
Simplilearn,Consumer Internet,Bangalore,Brand Capital,Private Equity,,2016
1Mg,E-Commerce,Gurgaon,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Private Equity,15000000.0,2016
Fashalot,Consumer Internet,Delhi,"YourNest Angel Fund, Rajul Garg",Seed,,2016
Broomberg,Consumer Internet,Delhi,Undisclosed Angel investors & HNIs,Seed,,2016
M.Paani,Consumer Internet,Mumbai,"Blume Ventures, Adil Allana, Aprameya Radhakrishna, Gautam Ivatury, Signal Point Partners",Seed,,2016
Mishtag,Consumer Internet,Delhi,"M&Y Partners, SVG Media, Anthil Ventures & others",Seed,,2016
Advanced Structures India,Other,Bangalore,GirnarSoft,Private Equity,,2016
Licious,E-Commerce,Bangalore,Mayfield India II Management Ltd,Private Equity,3000000.0,2016
Knolskae,Consumer Internet,Bangalore,"Inventus Capital Partners, HR Fund",Private Equity,,2016
Druva,Technology,Pune,"NTT Finance, Telephone Corporation",Private Equity,,2016
Toko Innovation Studios,Consumer Internet,Delhi,Indian Angel network,Seed,450000.0,2016
Commut,Consumer Internet,Hyderabad,50K Ventures,Seed,200000.0,2016
Intouchapp,Consumer Internet,Pune,Blume Ventures,Seed,,2016
Dropkaffe,FoodTech,Bangalore,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed,550000.0,2016
Transerv,Consumer Internet,Mumbai,"IDFC SPICE Fund, Micromax Informatics",Private Equity,15000000.0,2016
Cleartax,Consumer Internet,Bangalore,"Max Levchin, Scott Banister",Private Equity,1300000.0,2016
Roposo,E-Commerce,Gurgaon,Bertelsmann India Investments,Private Equity,15000000.0,2016
Milkbasket,Consumer Internet,Gurgaon,EVC Ventures,Seed,500000.0,2016
Careongo,Consumer Internet,,"Farooq Oomerbhoy, Anupam Mittal, Anand Mittal, Ravi Garikipati, Vibhu Garg, Singapore Angel Network, Konglo Ventures",Seed,,2016
Ichr,Consumer Internet,Delhi,Undisclosed,Seed,450000.0,2016
The Wedding Brigade,Consumer Internet,Mumbai,Blume Ventures & Other unnamed Investors,Seed,600000.0,2016
