startup_name,sector,city,investors,funding_stage,amount_usd,year
Docsapp,Consumer Internet,Bangalore,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Private Equity,1200000.0,2016
Impact Guru,Consumer Internet,Mumbai,"RB Investments, Fundnel",Seed,500000.0,2016
Driveu,Consumer Internet,Bangalore,Unitus Seed Fund,Seed,,2016
Gympik,Consumer Internet,Bangalore,RoundGlass Partners,Private Equity,,2016
Testbook,Consumer Internet,Mumbai,S Chand & Co,Private Equity,,2016
Iqlect,Technology,Bangalore,"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",Private Equity,,2016
Momark,Consumer Internet,Delhi NCR,YourNest Angel Fund,Private Equity,600000.0,2016
Skedool,Consumer Internet,Other City,"Kludein LLC\\nPhanindra Sama, Narayan Ramachandran, Pranav Pai",Seed,,2016
Systemantics,Technology,Bangalore,"Nandan Nilekani, Accel Partners",Private Equity,1400000.0,2016
Vertuals,Technology,Mumbai,Dino Morea,Seed,,2016
Imarticus Learning,EdTech,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,1000000.0,2016
Shouut,Consumer Internet,Delhi,Undisclosed investor,Seed,500000.0,2016
Tinystep,Consumer Internet,Bangalore,Matt Glickman,Private Equity,,2016
Aahaa,E-Commerce,Chennai,"YourNest Angel Fund,",Private Equity,1000000.0,2016
Arcatron Mobility,Technology,Pune,"Sudhir Mehta, Anoop Hingorani",Seed,,2016
Ftcash,Consumer Internet,Kolkata,IvyCap Ventures,Seed,150000.0,2016
Civilsdaily,Consumer Internet,Delhi,Manoj Kumar & Other undisclosed investors,Seed,,2016
Zappka,Consumer Internet,Gurgaon,"Daman Soni, Rajat Gupta & Others",Seed,100000.0,2016
Tarusa World,E-Commerce,Mumbai,Mohit Gulati,Seed,,2016
Medecube,Healthcare,Gurgaon,Artiman Ventures,Private Equity,4000000.0,2016
N.O.W,Consumer Internet,Delhi NCR,"Ruchirans Jaipuria, Anuj Sanghi",Seed,500000.0,2016
Ninjacart,E-Commerce,Bangalore,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Private Equity,3000000.0,2016
Reach,Consumer Internet,Bangalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed,500000.0,2016
Vanity Cube,Consumer Internet,Delhi,Unicorn Ventures,Seed,250000.0,2016
Medidaili,Consumer Internet,Bangalore,Undisclosed private investors,Seed,100000.0,2016
Finomena,Technology,Delhi,Matrix Partners India,Private Equity,,2016
Cookaroo,Consumer Internet,Bangalore,Vijay Krishna Yadav,Seed,,2016
Vphrase Analytics,Technology,Mumbai,"Apoorv Ranjan Sharma, Daud Ali and others",Seed,,2016
Lovecycles,Consumer Internet,Bangalore,Prime Venture Partners,Seed,750000.0,2016
Kartrocket,E-Commerce,Delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private Equity,8000000.0,2016
Dunzo,Consumer Internet,Bangalore,"Aspada Investment Advisors, Blume Ventures.",Seed,650000.0,2016
Indiamart,E-Commerce,Delhi NCR,Amadeus Capital,Private Equity,,2016
Smartvizx,Technology,Delhi NCR,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed,500000.0,2016
Mygubbi,Real Estate,Bangalore,"Vipul Parekh, ajesh K Murthy,",Seed,2500000.0,2016
Nukkad Shops,Consumer Internet,Hyderabad,PurpleTalk Inc,Seed,1000000.0,2016
Cloudacar,Consumer Internet,Pune,"Amit Choudhary, Anuj Puri",Seed,,2016
Justride,Consumer Internet,Mumbai,Dheeraj Jain & Other angel investors,Seed,400000.0,2016
Yana,Consumer Internet,Gurgaon,"Puneet Gupta,",Seed,,2016
Big Fish Ventures,FoodTech,Delhi,Undisclosed investors,Private Equity,11100000.0,2016
Stylflip,E-Commerce,Mumbai,"Raj Gala Shah, Zaheer Memon",Seed,,2016
Icertis,Technology,Other City,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private Equity,15000000.0,2016
Supplified,E-Commerce,Delhi,Mohit Goel,Seed,1000000.0,2016
Jollyfoodfellow,Technology,Ahmedabad,Janak Parikh,Seed,,2016
Pinkblue,E-Commerce,Bangalore,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed,223608.0,2016
Truckingcube,Logistics,Delhi,Agarwal Movers Group,Private Equity,14900000.0,2016
Eswasthya,Consumer Internet,Ahmedabad,Hemang Sahani,Seed,,2016
Flipclass,Consumer Internet,Bangalore,"S Chand and Co Pvt Ltd, Blume Ventures",Private Equity,1000000.0,2016
Proximit,Technology,Pune,Funding through 1Crowd platform,Seed,150000.0,2016
Withme,Consumer Internet,Gurgaon,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed,250000.0,2016
Gapoon,Consumer Internet,Bangalore,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed,180000.0,2016
Avagmah,Consumer Internet,Bangalore,"Kris Gopalakrishnan, Atul Nishar",Seed,,2016
Wealthy,Consumer Internet,Bangalore,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed,250000.0,2016
Pramati,Healthcare,Delhi NCR,Undisclosed investors,Seed,200000.0,2016
Qlivery,Consumer Internet,Gurgaon,Swastika Company Ltd,Seed,230000.0,2016
Healthenablr,Consumer Internet,Mumbai,Undisclosed investors,Seed,800000.0,2016
Liftiee,Consumer Internet,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed,108000.0,2016
Hello Curry,FoodTech,Hyderabad,Sashi Reddi & Other unnamed investors,Private Equity,1500000.0,2016
Gosporto,Consumer Internet,Delhi,Naveen Gupta,Seed,30000.0,2016
Oneclickwash,Consumer Internet,Gurgaon,Unitus Seed Fund,Seed,,2016
Girnar Software,Consumer Internet,Jaipur,Google Capital,Private Equity,,2016
Room On Call,Consumer Internet,Gurgaon,CASHurDRIVE Marketing Pvt Ltd,Private Equity,2000000.0,2016
Byju\\Xe2\\X80\\X99S,Consumer Internet,Bangalore,"Sequoia India, Sofina",Private Equity,75000000.0,2016
Bigbasket,E-Commerce,Bangalore,Abraaj Group,Private Equity,150000000.0,2016
Drivojoy,Consumer Internet,Bangalore,"Indian Angel Network, Tracxn Labs & Others",Seed,600000.0,2016
Smartron,Technology,Bangalore,Sachin Tendulkar,Private Equity,,2016
Lifcare,Consumer Internet,Jaipur,"Rajul Garg, Alok Mittal, Kunal Shah, Rishi Mandawat, Dheeraj Jain, Sandeep Tandon, Dexter Angel Circle",Seed,,2016
Creditseva,Consumer Internet,Hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",Seed,360000.0,2016
Cityshor,Consumer Internet,Ahmedabad,GAIN,Seed,,2016
Endless Robotics,Technology,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed,100000.0,2016
Sp Robotics,Technology,Chennai,"Indian Angel Network,",Seed,300000.0,2016
Stalkbuylove,E-Commerce,Delhi,"500 Startups, Littlerock, Singularity Ventures",Seed,,2016
Ekincare,Consumer Internet,Hyderabad,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",Private Equity,330000.0,2016
Hashlearn,Consumer Internet,,"Bhavish Aggarwal, Binny Bansal,\\xc2\\xa0 Rajan Anandan, Mekin Maheshwar, Sunil Kalra, Anupam Mittal, Krishna Mehra, Singapore Angel Network",Seed,,2016
Wheelstreet,Consumer Internet,Bangalore,Broadbean Capital services,Private Equity,500000.0,2016
Horntell,Consumer Internet,Gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed,150000.0,2016
Schoolkart,E-Commerce,Delhi NCR,Undisclosed investors,Seed,300000.0,2016
Healtheminds,Consumer Internet,Bangalore,Robin Utthappa,Seed,,2016
Babygogo,Consumer Internet,Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed,300000.0,2016
Veritas Finance,Fintech,Chennai,Sarva Capital,Private Equity,4700000.0,2016
Qikship,Consumer Internet,Delhi,undisclosed investors,Seed,200000.0,2016
Fixnix,Consumer Internet,Chennai,Jay Vijayan,Seed,500000.0,2016
True Balance,Technology,Gurgaon,SoftBank Ventures Korea,Private Equity,,2016
Touchkin,Healthcare,Bangalore,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",Seed,400000.0,2016
Switchme,Consumer Internet,Mumbai,"Mohandas Pai, Hiro Mashita, Singapore Angel Network, 500 Startups, Rajan Anandan, Ajay Sarupria",Seed,,2016
Transcell,Healthcare,Hyderabad,Indian Angel Network,Seed,,2016
Blue Tokai Coffee,E-Commerce,Delhi,Snow Leopard Technology Ventures,Seed,,2016
Altizone,Technology,Pune,"Wipro Ventures,\\xc2\\xa0 Lumis Partners",Private Equity,4000000.0,2016
Oust App,Consumer Internet,Bangalore,"T V Mohandas Pai,\\xc2\\xa0 Aarin Capital",Seed,,2016
Strike,Consumer Internet,Bangalore,Multiple investors through Ten Minute Million competition,Seed,22500.0,2016
Maaxmarket,Consumer Internet,,Multiple investors through Ten Minute Million competition,Seed,22500.0,2016
Gamooz,Technology,Gurgaon,Multiple investors through Ten Minute Million competition,Seed,22500.0,2016
Soundsurround,Technology,Mumbai,Multiple investors through Ten Minute Million competition,Seed,22500.0,2016
Mazkara,Consumer Internet,Other City,Dunamis Ventures Pte Ltd.,Seed,1000000.0,2016
Roadgods,E-Commerce,Delhi,Green House Ventures (GHV),Seed,100000.0,2016
Pindropmusic,Consumer Internet,Delhi NCR,Green House Ventures (GHV),Seed,100000.0,2016
Woodpie,Consumer Internet,Bangalore,Ingram Content Group,Seed,30000.0,2016
Perfumery,E-Commerce,Delhi,Oranda Global & Others,Seed,30000.0,2016
Magic Crate,EdTech,Bangalore,"TV Mohandas Pai, Aarin Capital",Seed,,2016
Zendrive,Technology,Other City,"Sherpa Capital, Nyca Partners and Thomvest Ventures",Private Equity,13500000.0,2016
Smartcooky,E-Commerce,Delhi,"Vandana Luthra,",Private Equity,,2016
Turtlemint,Consumer Internet,Mumbai,Nexus Venture Partners,Private Equity,,2016
Bhive,Real Estate,Bangalore,"Raghunandan G, Venturesity, Arihant Patni",Seed,,2016
Gingercrush,E-Commerce,Vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,1000000.0,2016
American Vision,Consumer Internet,Pune,Undisclosed investors,Seed,81000.0,2016
Dawailelo,Consumer Internet,Other City,Undisclosed investors,Seed,52000.0,2016
Heads Up For Tails,E-Commerce,Delhi,Undisclosed investors,Seed,1000000.0,2016
Livenutrifit,Healthcare,Delhi,"Mohit Goel, Vinod Jain & Others",Seed,,2016
Moglix,E-Commerce,Delhi,Ratan Tata,Private Equity,,2016
Istyleyou,Consumer Internet,Gurgaon,Green House Ventures (GHV),Seed,100000.0,2016
Adurcup,Consumer Internet,Delhi,Green House Ventures (GHV),Seed,100000.0,2016
Weddingz,Consumer Internet,Mumbai,Sixth Sense Ventures,Private Equity,,2016
Urban Dhobi,Consumer Internet,Jaipur,"Vinod Bansal, Sanjeev Singhal",Seed,,2016
Gray Routes,Consumer Internet,Mumbai,"Mahesh Parasuraman, Rahul Gautam & Others",Seed,,2016
Xpressbees,E-Commerce,Pune,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",Private Equity,12500000.0,2016
Invictus Oncology,Healthcare,Delhi,Ratan Tata,Private Equity,,2016
Hansel.Io,Technology,Bangalore,"Endiya Partners, Mekin Maheshwari, Rajesh Sawhney",Seed,,2016
Inc42,Consumer Internet,Delhi,"India Ventures, Aarin Capital & Others",Seed,,2016
Capzest,Consumer Internet,Mumbai,Lion Ventures,Seed,200000.0,2016
Glamstudios,Consumer Internet,Delhi NCR,Aqeel Ahmed,Seed,,2016
Affimity,Consumer Internet,Bangalore,undisclosed investors,Seed,1200000.0,2016
Anandakanda,Technology,Pune,undisclosed investors,Seed,150000.0,2016
Joulestowatts,Technology,Bangalore,Manipal Global Education Services,Seed,,2016
Shopkirana,Consumer Internet,Indore,"Atul Jain, Anil Gelra, Jaikumar Nair",Seed,,2016
Stylofie,Consumer Internet,Gurgaon,Jaideep Mehta,Seed,,2016
Oybob,E-Commerce,Gurgaon,Sachin Dalal,Seed,,2016
Actonmagic,Technology,Bangalore,Jayabalan Subramanian,Seed,125000.0,2016
Bonhomia,FoodTech,Delhi,"Alok Rawat, Grey Orange Robotics",Seed,1000000.0,2016
Igrenenergi,Technology,Mumbai,Sunil Mehta,Seed,1000000.0,2016
Rksv,Consumer Internet,Mumbai,Kalaari Capital,Private Equity,4000000.0,2016
Aasaanjobs,Consumer Internet,Mumbai,"Aspada Advisors, IDG Ventures,\\xc2\\xa0 Inventus Capital",Private Equity,5000000.0,2016
Snapdeal,E-Commerce,Delhi,Ontario Teachers\\xe2\\x80\\x99 Pension Plan & Others,Private Equity,200000000.0,2016
Jugnoo,Consumer Internet,Chandigarh,Saumya Tandon,Private Equity,,2016
Snapbizz,Technology,Bangalore,Ratan Tata,Private Equity,,2016
Goyano,Consumer Internet,Gurgaon,Mukesh Kumar Gupta,Seed,50000.0,2016
Rentsher,Consumer Internet,Bangalore,"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",Seed,300000.0,2016
Buddy,Fintech,Bangalore,"Blume Ventures,\\xc2\\xa0 Tracxn Labs",Seed,500000.0,2016
Legistify,Consumer Internet,Delhi,Ranjit Singh,Seed,,2016
Tablehero,Consumer Internet,Bangalore,"GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",Seed,1000000.0,2016
Betterplace,Technology,Bangalore,Unitus Seed Fund,Seed,970000.0,2016
Salebhai,E-Commerce,Ahmedabad,"Virendra Shekhawat, Deepak Chokhani, Yogesh Patel & Others",Seed,,2016
Icustommadeit,E-Commerce,Pune,"Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa",Private Equity,4000000.0,2016
Tring,Consumer Internet,Pune,Vishwadeep Bajaj & Others,Seed,,2016
Medinfi,Consumer Internet,Bangalore,"Rajnish Sinha, Prijit Debnath, Kanchan Ghoshal",Seed,,2016
Timemytask,Consumer Internet,Mumbai,Lead Angels,Seed,,2016
Gamezop,Technology,Delhi,"KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others",Seed,350000.0,2016
Notary Mama,Consumer Internet,Bangalore,"Dr Nandish Domlur, Amit Sandill",Seed,,2016
The Viral Fever,Consumer Internet,Mumbai,Tiger Global,Private Equity,10000000.0,2016
Avanti Learning,EdTech,Delhi,Michael & Susan Dell Foundation,Private Equity,5000000.0,2016
Bollant Industries,Technology,Hyderabad,Ratan Tata,Private Equity,,2016
Getvee,Consumer Internet,Delhi,"Lightspeed Venture Partners, K Ganesh",Private Equity,,2016
Healthkumbh,Consumer Internet,Ahmedabad,Undisclosed investor,Seed,73000.0,2016
Unlaze,Consumer Internet,Gurgaon,"Sujal Shah, Dino Morea",Seed,,2016
Tracxn,Technology,Bangalore,"Nandan Nilekani, Mohandas Pai, Neeraj Arora, Anand Rajaraman, Girish Mathrubootham, Aneesh Reddy & Teruhide Sato",Private Equity,,2016
Careongo,E-Commerce,Delhi,Farooq Oomerbhoy & Other angel investors,Seed,300000.0,2016
Ark Robot,Technology,Bangalore,Qualcomm (Through QPrize Contest),Seed,350000.0,2016
Jaypore,E-Commerce,Delhi,Aavishkaar,Private Equity,5000000.0,2016
Finance Buddha,Consumer Internet,Bangalore,Chennai Angels,Seed,,2016
Almaconnect,Consumer Internet,Delhi,"Mohandas Pai, Varun Aggarwal",Seed,,2016
Advantage Club,Consumer Internet,Gurgaon,Purvi Ventures & Others,Seed,400000.0,2016
Localramu,Consumer Internet,Bangalore,3 undisclosed investors,Seed,,2016
Baby Berry,Consumer Internet,Bangalore,Nitin Bagmane & Other undisclosed investors,Seed,1000000.0,2016
Magicpin,Consumer Internet,Delhi,Lightspeed India,Private Equity,3000000.0,2016
First Eat,Consumer Internet,Delhi,Undisclosed investor,Seed,100000.0,2016
Sigtuple,Technology,Bangalore,"Sachin Bansal, Binny Bansal, Accel Partners & Others",Seed,,2016
Taskbob,Consumer Internet,Mumbai,"IvyCap Ventures, Orios Venture Partners, Mayfield India",Private Equity,4500000.0,2016
Styledotme,Consumer Internet,Delhi,Indian Angel Network,Seed,37000.0,2016
Newslaundry,Consumer Internet,Delhi,"Omidyar Network,\\xc2\\xa0 Vikram Lal, Abhijit Bhandari, Mahesh Murthy, Shashank Bhagat",Private Equity,,2016
Cuponation,Consumer Internet,Gurgaon,"Rocket Internet AG, Holtzbrink Ventures, New Enterprise Associates (NEA), e.ventures, ru-Net, Deutsche Telekom Strategic Investments (DTSI), Silicon Valley Bank",Private Equity,11000000.0,2016
Aarav Uav,Technology,Other City,"StartupXseed Ventures, The Phoenix Fund and others",Seed,,2016
Sayfix,Consumer Internet,Bangalore,Yajnanarayana Kammaje,Seed,160000.0,2016
Loanzen,Consumer Internet,Bangalore,Tracxn Syndicate,Seed,,2016
Nobroker,Consumer Internet,Bangalore,"Beenext, Digital Garage, Beenos, Qualgro, Mamoru Taniya, SAIF Partners",Private Equity,10000000.0,2016
Appilyever,Consumer Internet,Hyderabad,"Varun Aggarwal, Suresh Venkat, Raj Y",Seed,400000.0,2016
Pocketin,Consumer Internet,Delhi NCR,Swastika Company Ltd,Seed,150000.0,2016
Feetapart,Consumer Internet,Bangalore,Vishal Bali & Others,Seed,,2016
Ofbusiness,E-Commerce,Gurgaon,Matrix Partners India,Private Equity,5000000.0,2016
Carveniche,Consumer Internet,Bangalore,"Calcutta Angels, Lead Angels & Others",Seed,,2016
Juspay,Consumer Internet,Bangalore,"Accel Partners, Ashish Hemrajani, Parikshit Dar, Rajesh Balpande",Private Equity,5800000.0,2016
Funcart,E-Commerce,Delhi,Undisclosed HNIs,Seed,70000.0,2016
Freedom Smart Labs,Technology,Delhi,Kapil Goel,Seed,145000.0,2016
Edubridge,Consumer Internet,Mumbai,"Insitor Impact Asia Fund, Acumen Fund",Private Equity,2500000.0,2016
Nestaway,Consumer Internet,Bangalore,Ratan Tata,Private Equity,,2016
Hopscotch,E-Commerce,Mumbai,Eduardo Saverin,Private Equity,13000000.0,2016
Pinclick,Consumer Internet,Bangalore,Undisclosed investors,Private Equity,,2016
Helpi,Consumer Internet,Mumbai,Undisclosed Investors,Seed,,2016
Dogspot,E-Commerce,Gurgaon,Ratan Tata,Seed,,2016
Career360,EdTech,Delhi,MeritTrac,Private Equity,,2016
B9 Beverages,FoodTech,Delhi,"Sequoia Capital, Kunal Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal",Private Equity,6000000.0,2016
Wimwi Foods,FoodTech,Ahmedabad,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed,,2016
Mychild App,EdTech,Bhopal,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.",Seed,100000.0,2016
Instaproc,E-Commerce,Delhi NCR,Dinesh Agarwal,Seed,,2016
360Ride,Consumer Internet,Bangalore,Undisclosed,Seed,150000.0,2016
Alef\\Nmobitech,Consumer Internet,Mumbai,Tata Capital Innovation Fund,Private Equity,5000000.0,2016
Qdesq,Real Estate,Gurgaon,"Dheeraj Jain, Jagdish Kumar, Bharat Gupta, Ankush Saigal, Praveen Saini",Seed,,2016
Sensara,Technology,Bangalore,"Lalitesh Katragadda,\\xc2\\xa0 Ganayantrika Systems",Seed,750000.0,2016
Zebpay,Consumer Internet,Ahmedabad,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",Private Equity,1000000.0,2016
Planmy\\Nmedicaltrip,Healthcare,Pune,"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel",Seed,150000.0,2016
Mycity4Kids,EdTech,Gurgaon,"SIDBI Venture Capital Limited, YourNest Angel Fund",Private Equity,3000000.0,2016
Justdakhila.Com,EdTech,Delhi,Ankur Gupta,Seed,750000.0,2016
Pitstop,Consumer Internet,Bangalore,Myntra/LivSpace Founders,Seed,,2016
Bikxie,Consumer Internet,Gurgaon,Undisclosed Investors,Seed,,2016
Infurnia,Consumer Internet,Bangalore,Idein Ventures,Seed,160000.0,2016
Myly,EdTech,Jaipur,Newbie Promoter Pvt Ltd,Seed,100000.0,2016
Makemytrip,Consumer Internet,Gurgaon,Ctrip.com International Ltd,Private Equity,180000000.0,2016
Melorra,E-Commerce,Bangalore,Lightbox Ventures,Private Equity,5000000.0,2016
Confirmtkt,Consumer Internet,Bangalore,"Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others",Seed,250000.0,2016
Gyaanzone,EdTech,Mumbai,GBIM Technologies Pvt Ltd,Seed,45000.0,2016
Flatfurnish,Consumer Internet,Gurgaon,Arun Chandra Mohan,Seed,,2016
Lumiere,E-Commerce,Bangalore,Undisclosed investors,Private Equity,,2016
Koovs,E-Commerce,Gurgaon,"Nahata Family, Waheed Alli",Private Equity,5400000.0,2016
Wishup,Consumer Internet,Delhi,"500 Startups, Mato Peric, TracxnLabs",Seed,,2016
Freshmenu,Consumer Internet,Bangalore,"Zodius Capital, Lightspeed Venture Partners",Private Equity,16500000.0,2016
Savvymob,E-Commerce,Bangalore,"TV Mohandas Pai, LetsVenture",Seed,1000000.0,2016
Fashionablyin,Consumer Internet,Mumbai,Ranjan Mahtani,Seed,,2016
Shopclues,E-Commerce,Gurgaon,"GIC, Tiger Global Management, Nexus Venture Partners",Private Equity,100000000.0,2016
Hike Messenger,Consumer Internet,Delhi,"Matt Mullenweg, Adam D\\xe2\\x80\\x99Angelo, Aditya Agarwal,\\xc2\\xa0 Ruchi Sanghvi & Others",Private Equity,,2016
Ibus Networks,Technology,Bangalore,"Vallabh Bhanshali, N Squared Management LLC, Jagdish & Sandeep Mehta Family Office",Private Equity,2300000.0,2016
Happy2Refer,Consumer Internet,Mumbai,"Equity Crest, Vinners, Sparknext",Seed,250000.0,2016
Cartrade,Consumer Internet,Mumbai,"Temasek Holdings, March Capital, Warburg Pincus",Private Equity,145000000.0,2016
Rentomo,Consumer Internet,Bangalore,Shiva Ashok & Other unnamed investors,Seed,100000.0,2016
Roder,Consumer Internet,Delhi,Unicorn India Ventures,Seed,240000.0,2016
Bucker,Consumer Internet,Hyderabad,"50k Ventures, Munish Jauhar, Pulkit Jain, Rohit Narang",Seed,,2016
Care24,Healthcare,Mumbai,"SAIF Partners, India Quotient",Private Equity,4000000.0,2016
